time,body,x,y,z,vx,vy,vz,ax,ay,az,distance_from_earth,distance_from_moon,speed,mission_phase,event_flag
240,moon,384399.8037,307.6883,0.0,-0.000685,0.642984,0.0,-2.58e-06,0.00181113,0.0,384399.9269,0.0,0.642984,Earth Orbit,
240,spacecraft,2700.092,4031.8295,0.0,-1.532024,-0.240467,0.0,-0.00071819,-0.00061707,0.0,4852.4371,381718.606,1.550781,Earth Orbit,
300,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
300,moon,384399.758,349.5339,0.0,-0.000841,0.742089,0.0,-2.61e-06,0.00149154,0.0,384399.9169,0.0,0.74209,Earth Orbit,
300,spacecraft,2639.0936,4029.4255,0.0,-1.577852,-0.26242,0.0,-0.00071096,-0.00063954,0.0,4816.7504,381778.9294,1.599526,Earth Orbit,
360,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
360,moon,384399.7028,396.739,0.0,-0.000998,0.821969,0.0,-2.63e-06,0.00118156,0.0,384399.9076,0.0,0.82197,Earth Orbit,
360,spacecraft,2566.5023,4026.0695,0.0,-1.630742,-0.288799,0.0,-0.00070107,-0.00066563,0.0,4774.5334,381850.8372,1.656117,Earth Orbit,
420,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
420,moon,384399.6382,448.1702,0.0,-0.001157,0.883877,0.0,-2.66e-06,0.00090034,0.0,384399.8995,0.0,0.883877,Earth Orbit,
420,spacecraft,2482.6444,4021.5142,0.0,-1.689638,-0.319613,0.0,-0.00068794,-0.00069491,0.0,4726.1083,381934.0012,1.719602,Earth Orbit,
480,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
480,moon,384399.564,502.8042,0.0,-0.001317,0.93001,0.0,-2.67e-06,0.00065991,0.0,384399.8929,0.0,0.930011,Earth Orbit,
480,spacecraft,2387.8971,4015.4788,0.0,-1.753383,-0.354864,0.0,-0.00067095,-0.00072688,0.0,4671.8436,382028.0423,1.788933,Earth Orbit,
540,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
540,moon,384399.4802,559.7714,0.0,-0.001478,0.963066,0.0,-2.69e-06,0.00046525,0.0,384399.8878,0.0,0.963067,Earth Orbit,
540,spacecraft,2282.6868,4007.653,0.0,-1.820741,-0.394544,0.0,-0.00064949,-0.00076101,0.0,4612.1515,382132.5322,1.862998,Earth Orbit,
600,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
600,moon,384399.3867,618.3721,0.0,-0.00164,0.985841,0.0,-2.7e-06,0.00031551,0.0,384399.8841,0.0,0.985842,Earth Orbit,
600,spacecraft,2167.4868,3997.7,0.0,-1.890427,-0.43863,0.0,-0.00062298,-0.00079673,0.0,4547.4833,382246.9956,1.940647,Earth Orbit,
660,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
660,moon,384399.2834,678.0722,0.0,-0.001802,1.000927,0.0,-2.71e-06,0.00020581,0.0,384399.8815,0.0,1.000929,Earth Orbit,
660,spacecraft,2042.8157,3985.2616,0.0,-1.961135,-0.487085,0.0,-0.00059087,-0.00083346,0.0,4478.3262,382370.9121,2.020718,Earth Orbit,
720,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
720,moon,384399.1704,738.4834,0.0,-0.001965,1.010537,0.0,-2.72e-06,0.00012912,0.0,384399.8798,0.0,1.010539,Earth Orbit,
720,spacecraft,1909.2348,3969.9617,0.0,-2.031561,-0.53985,0.0,-0.00055267,-0.00087059,0.0,4405.1985,382503.7189,2.102065,Earth Orbit,
780,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
780,moon,384399.0476,799.3367,0.0,-0.002128,1.016422,0.0,-2.72e-06,7.792e-05,0.0,384399.8787,0.0,1.016425,Earth Orbit,
780,spacecraft,1767.3457,3951.4118,0.0,-2.10043,-0.59684,0.0,-0.00050799,-0.0009075,0.0,4328.6448,382644.8128,2.183581,Earth Orbit,
840,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
840,moon,384398.9151,860.4541,0.0,-0.002292,1.019888,0.0,-2.72e-06,4.523e-05,0.0,384399.8781,0.0,1.01989,Earth Orbit,
840,spacecraft,1617.7875,3929.2151,0.0,-2.166513,-0.657948,0.0,-0.00045653,-0.00094359,0.0,4249.2314,382793.5537,2.264216,Earth Orbit,
900,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
900,moon,384398.7727,921.7232,0.0,-0.002455,1.02185,0.0,-2.73e-06,2.525e-05,0.0,384399.8777,0.0,1.021853,Earth Orbit,
900,spacecraft,1461.2342,3902.9721,0.0,-2.228646,-0.723032,0.0,-0.0003981,-0.00097826,0.0,4167.5409,382949.2669,2.342998,Earth Orbit,
960,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
960,moon,384398.6204,983.0761,0.0,-0.002619,1.022918,0.0,-2.73e-06,1.355e-05,0.0,384399.8775,0.0,1.022921,Earth Orbit,
960,spacecraft,1298.3915,3872.2851,0.0,-2.285745,-0.791923,0.0,-0.00033263,-0.00101093,0.0,4084.1661,383111.2466,2.419044,Earth Orbit,
1020,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1020,moon,384398.4584,1044.4734,0.0,-0.002782,1.023476,0.0,-2.73e-06,7e-06,0.0,384399.8774,0.0,1.02348,Earth Orbit,
1020,spacecraft,1129.9937,3836.7633,0.0,-2.336815,-0.864416,0.0,-0.00026017,-0.00104102,0.0,3999.7048,383278.759,2.49157,Earth Orbit,
1080,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1080,moon,384398.2866,1105.8933,0.0,-0.002946,1.023757,0.0,-2.73e-06,3.47e-06,0.0,384399.8774,0.0,1.023762,Earth Orbit,
1080,spacecraft,956.8004,3796.0279,0.0,-2.380963,-0.940271,0.0,-0.00018088,-0.00106799,0.0,3914.7535,383451.0454,2.559901,Earth Orbit,
1140,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1140,moon,384398.1049,1167.3243,0.0,-0.00311,1.023893,0.0,-2.73e-06,1.6e-06,0.0,384399.8774,0.0,1.023898,Earth Orbit,
1140,spacecraft,779.5931,3749.7168,0.0,-2.417395,-1.019212,0.0,-9.507e-05,-0.00109134,0.0,3829.9009,383627.3263,2.62347,Earth Orbit,
1200,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1200,moon,384397.9134,1228.7604,0.0,-0.003273,1.02395,0.0,-2.73e-06,5.8e-07,0.0,384399.8774,0.0,1.023955,Earth Orbit,
1200,spacecraft,599.1717,3697.4893,0.0,-2.445427,-1.100928,0.0,-3.12e-06,-0.00111059,0.0,3745.722,383806.8042,2.68182,Earth Orbit,
1260,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1260,moon,384397.7121,1290.1982,0.0,-0.003437,1.023963,0.0,-2.73e-06,1.1e-07,0.0,384399.8774,0.0,1.023969,Earth Orbit,
1260,spacecraft,416.351,3639.0306,0.0,-2.46448,-1.185073,0.0,9.447e-05,-0.00112528,0.0,3662.7711,383988.6677,2.734604,Earth Orbit,
1320,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1320,moon,384397.501,1351.636,0.0,-0.0036,1.023962,0.0,-2.73e-06,-1e-08,0.0,384399.8774,0.0,1.023969,Earth Orbit,
1320,spacecraft,231.9567,3574.0563,0.0,-2.474078,-1.271264,0.0,0.00019711,-0.00113501,0.0,3581.5754,384172.0954,2.781578,Earth Orbit,
1380,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1380,moon,384397.2801,1413.0737,0.0,-0.003764,1.023962,0.0,-2.73e-06,-1e-08,0.0,384399.8774,0.0,1.023969,Earth Orbit,
1380,spacecraft,46.8222,3502.3155,0.0,-2.47385,-1.359088,0.0,0.00030412,-0.00113941,0.0,3502.6285,384356.2588,2.822596,Earth Orbit,
1440,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1440,moon,384397.0493,1474.5114,0.0,-0.003928,1.023961,0.0,-2.73e-06,-1e-08,0.0,384399.8774,0.0,1.023969,Earth Orbit,
1440,spacecraft,-138.2158,3423.5956,0.0,-2.46352,-1.448097,0.0,0.00041479,-0.00113815,0.0,3426.3845,384540.3274,2.857607,Earth Orbit,
1500,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1500,moon,384396.8087,1535.9491,0.0,-0.004091,1.023961,0.0,-2.73e-06,-1e-08,0.0,384399.8774,0.0,1.023969,Earth Orbit,
1500,spacecraft,-322.3203,3337.7246,0.0,-2.442909,-1.537817,0.0,0.00052832,-0.00113095,0.0,3353.2515,384723.4709,2.886639,Earth Orbit,
1560,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1560,moon,384396.5583,1597.3867,0.0,-0.004255,1.02396,0.0,-2.73e-06,-1e-08,0.0,384399.8774,0.0,1.023969,Earth Orbit,
1560,spacecraft,-504.6587,3244.5745,0.0,-2.411921,-1.627748,0.0,0.0006439,-0.00111756,0.0,3283.587,384904.8643,2.909798,Earth Orbit,
1620,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1620,moon,384396.2981,1658.8243,0.0,-0.004419,1.023959,0.0,-2.73e-06,-1e-08,0.0,384399.8774,0.0,1.023969,Earth Orbit,
1620,spacecraft,-684.4059,3144.0634,0.0,-2.370547,-1.717366,0.0,0.00076066,-0.00109779,0.0,3217.6927,385083.6909,2.927258,Earth Orbit,
1680,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1680,moon,384396.0281,1720.2618,0.0,-0.004582,1.023959,0.0,-2.73e-06,-1e-08,0.0,384399.8774,0.0,1.023969,Earth Orbit,
1680,spacecraft,-860.7482,3036.1582,0.0,-2.318854,-1.806129,0.0,0.00087774,-0.00107148,0.0,3155.8112,385259.1462,2.939249,Earth Orbit,
1740,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1740,moon,384395.7482,1781.6993,0.0,-0.004746,1.023958,0.0,-2.73e-06,-1e-08,0.0,384399.8774,0.0,1.023969,Earth Orbit,
1740,spacecraft,-1032.8873,2920.8754,0.0,-2.256979,-1.89348,0.0,0.00099429,-0.00103852,0.0,3098.1235,385430.4417,2.946052,Earth Orbit,
1800,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1800,moon,384395.4585,1843.1367,0.0,-0.00491,1.023957,0.0,-2.73e-06,-1e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
1800,spacecraft,-1200.0437,2798.2828,0.0,-2.185131,-1.978849,0.0,0.00110943,-0.00099887,0.0,3044.7482,385596.8079,2.947989,Earth Orbit,
1860,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1860,moon,384395.1591,1904.5741,0.0,-0.005073,1.023956,0.0,-2.73e-06,-1e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
1860,spacecraft,-1361.4602,2668.5002,0.0,-2.103576,-2.061663,0.0,0.00122232,-0.00095249,0.0,2995.7415,385757.4983,2.945418,Earth Orbit,
1920,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1920,moon,384394.8497,1966.0115,0.0,-0.005237,1.023955,0.0,-2.73e-06,-1e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
1920,spacecraft,-1516.4056,2531.6994,0.0,-2.012642,-2.141343,0.0,0.00133215,-0.00089944,0.0,2951.0994,385911.7926,2.938721,Earth Orbit,
1980,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
1980,moon,384394.5306,2027.4488,0.0,-0.005401,1.023955,0.0,-2.73e-06,-1e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
1980,spacecraft,-1664.1777,2388.1045,0.0,-1.912708,-2.217315,0.0,0.00143812,-0.00083979,0.0,2910.7612,386058.9995,2.928299,Earth Orbit,
2040,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2040,moon,384394.2016,2088.886,0.0,-0.005564,1.023954,0.0,-2.73e-06,-1e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2040,spacecraft,-1804.1071,2237.9909,0.0,-1.804204,-2.289009,0.0,0.00153948,-0.00077367,0.0,2874.614,386198.4602,2.914569,Earth Orbit,
2100,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2100,moon,384393.8629,2150.3232,0.0,-0.005728,1.023953,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2100,spacecraft,-1935.5596,2081.6843,0.0,-1.687604,-2.355869,0.0,0.00163553,-0.00070127,0.0,2842.499,386329.5512,2.897952,Earth Orbit,
2160,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2160,moon,384393.5143,2211.7604,0.0,-0.005892,1.023952,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2160,spacecraft,-2057.9398,1919.5598,0.0,-1.563428,-2.417352,0.0,0.00172559,-0.00062281,0.0,2814.2186,386451.6872,2.878871,Earth Orbit,
2220,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2220,moon,384393.1559,2273.1975,0.0,-0.006055,1.023951,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2220,spacecraft,-2170.6933,1752.0395,0.0,-1.432229,-2.472935,0.0,0.00180906,-0.00053855,0.0,2789.5433,386564.3231,2.857742,Earth Orbit,
2280,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2280,moon,384392.7876,2334.6345,0.0,-0.006219,1.02395,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2280,spacecraft,-2273.3096,1579.5908,0.0,-1.2946,-2.522122,0.0,0.00188535,-0.00044881,0.0,2768.2203,386666.9571,2.834975,Earth Orbit,
2340,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2340,moon,384392.4096,2396.0714,0.0,-0.006383,1.023949,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2340,spacecraft,-2365.3243,1402.7236,0.0,-1.151163,-2.564439,0.0,0.00195398,-0.00035395,0.0,2749.9804,386759.1321,2.810965,Earth Orbit,
2400,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2400,moon,384392.0217,2457.5083,0.0,-0.006546,1.023948,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2400,spacecraft,-2446.3213,1221.9877,0.0,-1.002568,-2.599449,0.0,0.00201447,-0.00025436,0.0,2734.546,386840.4387,2.786087,Earth Orbit,
2460,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2460,moon,384391.624,2518.9452,0.0,-0.00671,1.023947,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2460,spacecraft,-2515.9348,1037.9698,0.0,-0.84949,-2.626747,0.0,0.00206642,-0.00015047,0.0,2721.6372,386910.5159,2.760694,Earth Orbit,
2520,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2520,moon,384391.2165,2580.382,0.0,-0.006874,1.023946,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2520,spacecraft,-2573.851,851.2898,0.0,-0.692626,-2.645967,0.0,0.00210949,-4.276e-05,0.0,2710.9783,386969.0533,2.735118,Earth Orbit,
2580,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2580,moon,384390.7992,2641.8187,0.0,-0.007037,1.023945,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2580,spacecraft,-2619.8096,662.5979,0.0,-0.532693,-2.656782,0.0,0.00214338,6.829e-05,0.0,2702.3025,387015.7924,2.709659,Earth Orbit,
2640,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2640,moon,384390.372,2703.2553,0.0,-0.007201,1.023943,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2640,spacecraft,-2653.6049,472.5701,0.0,-0.37042,-2.658911,0.0,0.00216786,0.00018213,0.0,2695.3555,387050.5277,2.684589,Earth Orbit,
2700,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2700,moon,384389.9351,2764.6919,0.0,-0.007365,1.023942,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2700,spacecraft,-2675.0868,281.9048,0.0,-0.20655,-2.652118,0.0,0.00218274,0.00029822,0.0,2689.8996,387073.1072,2.660149,Earth Orbit,
2760,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2760,moon,384389.4883,2826.1284,0.0,-0.007528,1.023941,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2760,spacecraft,-2684.1616,91.3185,0.0,-0.041832,-2.636213,0.0,0.0021879,0.00041597,0.0,2685.7146,387083.4336,2.636545,Earth Orbit,
2820,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2820,moon,384389.0317,2887.5648,0.0,-0.007692,1.02394,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2820,spacecraft,-2680.7926,-98.4582,0.0,0.122979,-2.611058,0.0,0.00218326,0.00053479,0.0,2682.6001,387081.4645,2.613953,Earth Orbit,
2880,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2880,moon,384388.5652,2949.0012,0.0,-0.007856,1.023939,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2880,spacecraft,-2664.9999,-286.6848,0.0,0.287129,-2.576563,0.0,0.0021688,0.00065408,0.0,2680.3755,387067.2124,2.592513,Earth Orbit,
2940,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
2940,moon,384388.089,3010.4375,0.0,-0.008019,1.023937,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
2940,spacecraft,-2636.8607,-472.6154,0.0,0.449867,-2.532692,0.0,0.00214455,0.0007732,0.0,2678.8803,387040.7451,2.572335,Earth Orbit,
3000,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3000,moon,384387.6029,3071.8737,0.0,-0.008183,1.023936,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3000,spacecraft,-2596.5089,-655.5029,0.0,0.610447,-2.479457,0.0,0.0021106,0.00089153,0.0,2677.9736,387002.1849,2.553498,Earth Orbit,
3060,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3060,moon,384387.1071,3133.3098,0.0,-0.008347,1.023935,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3060,spacecraft,-2544.1342,-834.6032,0.0,0.768132,-2.416925,0.0,0.00206707,0.00100844,0.0,2677.5328,386951.7085,2.536051,Earth Orbit,
3120,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3120,moon,384386.6014,3194.7458,0.0,-0.00851,1.023933,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3120,spacecraft,-2479.9819,-1009.1796,0.0,0.922201,-2.345216,0.0,0.00201415,0.00112329,0.0,2677.4528,386889.5464,2.520018,Earth Orbit,
3180,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3180,moon,384386.0858,3256.1818,0.0,-0.008674,1.023932,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3180,spacecraft,-2404.351,-1178.5066,0.0,1.071947,-2.264498,0.0,0.00195207,0.00123546,0.0,2677.6448,386815.9813,2.505398,Earth Orbit,
3240,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3240,moon,384385.5605,3317.6177,0.0,-0.008838,1.023931,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3240,spacecraft,-2317.5935,-1341.8748,0.0,1.216683,-2.174992,0.0,0.00188108,0.00134434,0.0,2678.0343,386731.3473,2.492169,Earth Orbit,
3300,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3300,moon,384385.0253,3379.0535,0.0,-0.009001,1.023929,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3300,spacecraft,-2220.1124,-1498.5941,0.0,1.355745,-2.076969,0.0,0.00180152,0.0014493,0.0,2678.56,386636.0289,2.480291,Earth Orbit,
3360,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3360,moon,384384.4804,3440.4892,0.0,-0.009165,1.023928,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3360,spacecraft,-2112.3602,-1647.9981,0.0,1.488495,-1.970747,0.0,0.00171373,0.00154978,0.0,2679.1721,386530.4584,2.469709,Earth Orbit,
3420,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3420,moon,384383.9256,3501.9248,0.0,-0.009328,1.023926,0.0,-2.73e-06,-2e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3420,spacecraft,-1994.8364,-1789.4474,0.0,1.614325,-1.856692,0.0,0.00161812,0.00164519,0.0,2679.831,386415.115,2.460356,Earth Orbit,
3480,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3480,moon,384383.3609,3563.3603,0.0,-0.009492,1.023925,0.0,-2.73e-06,-3e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3480,spacecraft,-1868.0855,-1922.3337,0.0,1.732657,-1.735213,0.0,0.00151511,0.00173499,0.0,2680.5056,386290.5221,2.452155,Earth Orbit,
3540,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3540,moon,384382.7865,3624.7958,0.0,-0.009656,1.023923,0.0,-2.73e-06,-3e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3540,spacecraft,-1732.6946,-2046.0828,0.0,1.842947,-1.606765,0.0,0.00140517,0.00181866,0.0,2681.1724,386157.2457,2.445025,Earth Orbit,
3600,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
3600,moon,384382.2022,3686.2311,0.0,-0.009819,1.023922,0.0,-2.73e-06,-3e-08,0.0,384399.8773,0.0,1.023969,Earth Orbit,
3600,spacecraft,-1589.2904,-2160.1579,0.0,1.94469,-1.471839,0.0,0.00128882,0.00189571,0.0,2681.814,386015.891,2.438879,Earth Orbit,
3660,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Earth Orbit,
